13950
AIRLINE	FLIGHT_NUMBER	ORIGIN_AIRPORT	DESTINATION_AIRPORT	SCHEDULED_DEPARTURE	SCHEDULED_ARRIVAL	DISTANCE
US	1744	ATL	CLT	1725	1835	226
WN	3316	OAK	LAX	1725	1835	337
MQ	3365	JFK	DCA	1725	1838	213
WN	682	ABQ	DEN	1725	1840	349
MQ	2867	DFW	LRD	1725	1843	396
WN	790	CLE	BWI	1725	1845	314
DL	2249	ATL	IAH	1725	1846	689
F9	407	DEN	LAX	1725	1848	862
WN	4788	ATL	TPA	1725	1850	406
WN	126	SLC	DEN	1725	1850	391
US	1938	DCA	CLT	1725	1854	331
WN	139	SAN	SMF	1725	1855	480
US	884	CLT	PHL	1725	1900	449
EV	4191	EWR	BNA	1725	1900	748
WN	1685	MCO	HOU	1725	1900	849
OO	5229	MSP	ORD	1725	1900	334
WN	578	LGA	MKE	1725	1905	738
WN	3142	PDX	OAK	1725	1905	543
MQ	2875	ORD	MEM	1725	1908	491
AA	2275	DFW	SMF	1725	1910	1431
MQ	2922	DFW	CMI	1725	1913	693
MQ	2919	ORD	LIT	1725	1913	552
DL	1924	ATL	BWI	1725	1914	577
AA	51	DFW	SLC	1725	1915	989
WN	688	TPA	MKE	1725	1915	1075
US	467	EWR	CLT	1725	1921	529
WN	1863	AUS	OAK	1725	1925	1497
F9	719	DCA	DEN	1725	1927	1476
MQ	3102	ORD	DAY	1725	1928	240
AA	2290	MCO	DFW	1725	1930	985
WN	3125	SAT	BNA	1725	1930	822
WN	987	DAL	MDW	1725	1935	793
WN	1823	FLL	DAL	1725	1935	1108
AA	2399	PBI	DFW	1725	1940	1102
AS	763	MCO	SAN	1725	1950	2149
B6	1210	JAX	BOS	1725	1951	1010
B6	432	SRQ	LGA	1725	2000	1047
UA	1084	IAD	LAX	1725	2006	2288
US	603	PIT	PHX	1725	2006	1814
F9	1322	IAD	FLL	1725	2015	901
NK	720	LAS	DEN	1725	2017	628
EV	5536	PIA	ATL	1725	2019	565
VX	169	EWR	LAX	1725	2045	2454
B6	1233	MCO	SJU	1725	2110	1189
AA	285	LAX	LIH	1725	2130	2615
AS	875	SEA	KOA	1725	2145	2688
EV	5944	DEN	CVG	1725	2203	1069
UA	469	DEN	EWR	1725	2257	1605
DL	988	SLC	PHL	1725	2330	1927
AA	197	SFO	ORD	1725	2335	1846
OO	6486	DEN	ASE	1726	1817	125
OO	6195	BZN	DEN	1726	1910	524
AA	357	BWI	MIA	1726	2012	946
DL	1830	SLC	JFK	1726	2348	1990
OO	7375	BRD	INL	1727	1813	153
DL	1083	ATL	RDU	1727	1850	356
DL	2390	SLC	MSP	1727	2100	991
NK	615	BOS	FLL	1727	2105	1237
UA	473	BWI	ORD	1728	1838	622
DL	1637	BWI	DTW	1728	1905	409
OO	6301	DEN	ICT	1728	1952	420
UA	1282	DCA	IAH	1728	2002	1208
EV	4526	ELP	IAH	1728	2020	667
B6	543	EWR	PBI	1728	2023	1023
EV	4566	EWR	SYR	1729	1845	195
NK	648	SJU	FLL	1729	1923	1046
EV	3260	ORF	IAH	1729	2008	1201
UA	1587	RSW	EWR	1729	2020	1068
UA	1497	IAD	PDX	1729	2023	2327
AA	45	JFK	LAS	1729	2024	2248
DL	1799	MSP	ATL	1729	2103	907
VX	193	EWR	SFO	1729	2115	2565
EV	6030	SBN	ORD	1730	1720	84
DL	1587	ATL	MEM	1730	1754	332
MQ	2994	DFW	ACT	1730	1808	89
OO	2636	ORD	MKE	1730	1810	67
OO	6538	BIS	DEN	1730	1811	516
HA	279	KOA	HNL	1730	1814	163
MQ	3582	LAW	DFW	1730	1820	140
DL	2643	ATL	AGS	1730	1823	143
US	854	PHL	DCA	1730	1824	119
WN	4774	AUS	DAL	1730	1825	189
OO	2643	CHO	ORD	1730	1830	567
WN	2349	DAL	HOU	1730	1830	239
OO	6268	FAT	SFO	1730	1831	158
MQ	3312	BPT	DFW	1730	1840	270
MQ	3367	HOU	DFW	1730	1840	247
WN	4375	LAX	SJC	1730	1840	308
WN	4743	SAN	LAS	1730	1840	258
OO	4599	LAX	LAS	1730	1844	236
EV	3939	IAH	MFE	1730	1847	316
OO	4540	PLN	DTW	1730	1848	243
DL	2459	CHS	ATL	1730	1849	259
NK	913	MCI	DFW	1730	1855	460
EV	5394	SDF	DTW	1730	1856	306
NK	146	ATL	DFW	1730	1859	731
WN	327	SAN	OAK	1730	1900	446
DL	897	MCO	ATL	1730	1909	404
F9	793	DEN	PDX	1730	1914	991
US	717	PHL	CLT	1730	1914	449
AA	1304	DAY	DFW	1730	1915	861
OO	5511	ORD	COS	1730	1915	911
OO	4620	SLC	RAP	1730	1915	508
WN	4190	LGA	BNA	1730	1920	764
EV	4310	LGA	CLE	1730	1920	419
MQ	2818	LIT	ORD	1730	1920	552
DL	754	PIT	ATL	1730	1923	526
MQ	3391	LGA	CMH	1730	1928	479
MQ	3351	SAV	DFW	1730	1930	925
AS	201	SJC	SEA	1730	1932	697
DL	1725	BWI	ATL	1730	1934	577
AA	1698	DFW	PDX	1730	1940	1616
WN	680	SNA	PHX	1730	1940	338
MQ	3137	MLI	DFW	1730	1950	691
WN	2289	HOU	MDW	1730	1955	937
EV	6011	ORD	CLE	1730	1956	315
B6	1007	SEA	LGB	1730	1957	965
OO	6449	ORD	SLC	1730	1958	1250
B6	1494	MCO	HPN	1730	2004	972
MQ	2844	SAF	DFW	1730	2005	551
UA	333	ORD	DFW	1730	2008	802
WN	2054	MDW	DCA	1730	2015	601
DL	2547	LGA	ATL	1730	2017	762
UA	440	PHL	IAH	1730	2019	1325
AA	978	COS	DFW	1730	2020	592
AS	675	ORD	PDX	1730	2020	1739
AA	2283	JFK	EGE	1730	2030	1746
AS	483	SAN	SEA	1730	2035	1050
DL	1585	LGA	MCO	1730	2038	950
AA	1032	DTW	MIA	1730	2040	1145
AA	1140	LGA	DFW	1730	2040	1389
UA	535	JFK	LAX	1730	2046	2475
US	2075	IAH	CLT	1730	2050	912
B6	359	JFK	BUR	1730	2054	2465
AA	181	JFK	LAX	1730	2055	2475
UA	1723	SFO	KOA	1730	2102	2367
AA	1407	MIA	STX	1730	2117	1139
NK	425	ORD	FLL	1730	2136	1182
DL	1161	SLC	MSY	1730	2144	1428
AA	1590	DFW	BOS	1730	2150	1562
AS	132	FAI	SEA	1730	2205	1533
NK	108	SAN	DFW	1730	2211	1171
AA	1015	SAN	DFW	1730	2220	1171
VX	720	SFO	DAL	1730	2250	1476
WN	713	PHX	BUF	1730	2330	1912
UA	1574	SJU	IAD	1731	2036	1571
OO	6335	SAN	LAX	1732	1822	109
F9	265	DEN	SNA	1732	1850	846
EV	4240	BTV	ORD	1732	1904	763
OO	5202	IDA	DEN	1732	1905	458
OO	5515	FSD	DEN	1733	1815	483
OO	5409	MKE	ORD	1733	1829	67
OO	5597	LAX	LAS	1733	1848	236
UA	1425	MIA	DEN	1733	2006	1709
HA	213	HNL	LIH	1734	1811	102
OO	6247	SLC	LAX	1734	1842	590
UA	1101	SJU	EWR	1734	2049	1608
EV	3267	DEN	SDF	1734	2205	1024
DL	836	HNL	ATL	1735	3113	4502
OO	6611	PHX	PSP	1735	1739	261
MQ	3541	CLE	ORD	1735	1810	315
DL	1140	ATL	MSY	1735	1814	425
F9	443	FSD	DEN	1735	1825	483
OO	4491	PDX	SEA	1735	1825	129
OO	5463	SMF	SFO	1735	1826	86
EV	5791	IAH	LFT	1735	1828	201
OO	5246	IAH	AUS	1735	1831	140
EV	4391	IAH	CRP	1735	1835	201
WN	651	LAS	SNA	1735	1835	226
EV	4747	IAH	DAL	1735	1839	216
WN	4632	BUR	SJC	1735	1840	296
F9	1055	PHX	SFO	1735	1840	651
WN	4746	JAX	ATL	1735	1845	270
AA	2469	DFW	LAX	1735	1855	1235
WN	2796	MDW	MCI	1735	1900	405
WN	510	FNT	BWI	1735	1905	452
UA	1261	IAH	DEN	1735	1909	862
VX	963	SAN	SFO	1735	1910	447
WN	2871	SLC	PHX	1735	1910	507
MQ	3469	FSD	ORD	1735	1920	462
WN	942	MDW	DEN	1735	1920	895
WN	1583	SJC	PDX	1735	1920	569
DL	838	ATL	PBI	1735	1925	545
WN	19	EWR	STL	1735	1930	872
US	521	PHX	SEA	1735	1938	1107
WN	4924	RSW	MKE	1735	1940	1183
DL	2287	DTW	ATL	1735	1945	594
DL	1958	ECP	ATL	1735	1950	240
MQ	3240	PIA	DFW	1735	1950	672
WN	2002	TPA	BWI	1735	1950	842
DL	885	GRR	ATL	1735	1951	640
EV	4971	GPT	ATL	1735	1954	352
WN	595	MCO	CAK	1735	1955	861
AS	559	LAX	PDX	1735	1957	834
AA	2345	ORD	DFW	1735	2005	802
AS	480	SEA	SAN	1735	2009	1050
DL	671	SEA	LAX	1735	2009	954
WN	3941	BNA	BWI	1735	2015	587
AA	2367	ELP	DFW	1735	2020	551
OO	4981	IAH	BOI	1735	2028	1482
AA	1344	DEN	DFW	1735	2030	641
AA	350	ORD	LGA	1735	2035	733
DL	332	SJU	JFK	1735	2038	1598
F9	1294	DFW	CVG	1735	2040	812
DL	1582	OMA	ATL	1735	2048	821
B6	263	JFK	SEA	1735	2051	2422
VX	347	FLL	SFO	1735	2055	2583
WN	1656	MSY	DCA	1735	2055	969
US	1952	MSP	CLT	1735	2105	930
AA	161	LAX	OGG	1735	2130	2486
EV	4281	IAH	ELP	1736	1842	667
DL	2053	FNT	ATL	1736	1953	645
EV	4136	DEN	TUL	1736	2006	541
B6	305	EWR	FLL	1736	2046	1065
B6	1165	BOS	RSW	1736	2117	1249
UA	1210	DEN	LGA	1736	2312	1620
US	552	PHX	SMF	1737	1836	647
OO	5642	CPR	DEN	1737	1840	230
OO	5615	SFO	EUG	1737	1912	451
DL	922	IAD	ATL	1737	1942	534
B6	1684	MCO	JFK	1737	2013	944
NK	945	ACY	RSW	1737	2022	982
DL	1236	ATL	PNS	1738	1751	271
UA	1114	ICT	DEN	1738	1810	420
OO	6287	SBA	SFO	1738	1901	262
EV	3921	IAH	TUL	1738	1911	429
OO	4991	ORD	LNK	1738	1923	466
EV	4572	GSP	EWR	1738	1929	594
UA	1583	ATL	EWR	1738	2000	746
B6	6	FLL	EWR	1738	2033	1065
UA	311	IAH	OKC	1739	1906	395
B6	1185	JFK	RDU	1739	1925	427
DL	1508	HSV	ATL	1739	1944	151
OO	4837	PHX	SEA	1739	1944	1107
EV	5433	VPS	ATL	1739	1951	250
UA	1681	CLE	SFO	1739	2015	2161
EV	6112	MSP	IAD	1739	2110	908
WN	325	LAS	BUF	1740	2450	1986
MQ	2826	GRR	ORD	1740	1800	137
OO	7415	RHI	IMT	1740	1825	67
WN	935	BUF	MDW	1740	1830	468
OO	6609	PHX	YUM	1740	1832	160
US	599	PHX	SJC	1740	1833	621
DL	2546	SLC	SAN	1740	1836	626
AA	1491	DFW	DEN	1740	1840	641
EV	6177	IAD	ORF	1740	1840	157
WN	901	LAX	LAS	1740	1840	236
WN	538	SAT	DAL	1740	1840	248
WN	3504	LAS	LAX	1740	1845	236
WN	650	SJC	LAX	1740	1845	308
US	2089	LGA	PHL	1740	1849	96
AA	1605	DFW	ONT	1740	1850	1188
WN	848	OAK	ONT	1740	1855	362
AA	2368	DFW	MSY	1740	1900	447
WN	614	SNA	OAK	1740	1900	371
OO	6485	TUS	SFO	1740	1900	751
WN	1683	LAS	SJC	1740	1905	386
WN	3325	SAN	SFO	1740	1905	447
VX	960	SFO	SAN	1740	1905	447
OO	5497	IAH	PSP	1740	1908	1269
OO	5226	JAC	DEN	1740	1910	406
B6	827	BOS	BWI	1740	1917	369
MQ	3384	LGA	GSO	1740	1918	461
OO	4971	IAH	TUS	1740	1920	936
AA	1393	DFW	SFO	1740	1925	1464
AA	1162	DFW	JAC	1740	1935	1047
DL	927	EYW	ATL	1740	1940	646
EV	4163	IAH	MCI	1740	1942	643
AA	1269	DTW	DFW	1740	1945	986
WN	246	PHX	SEA	1740	1945	1107
US	1893	CLT	SAT	1740	1948	1095
AA	2325	DFW	ORD	1740	1955	802
OO	5162	PIT	IAH	1740	1956	1117
WN	960	LAS	PDX	1740	2000	763
US	601	DTW	PHX	1740	2004	1671
US	1959	DCA	TPA	1740	2007	814
AA	2271	ORD	LAX	1740	2010	1744
AS	461	LAX	SEA	1740	2021	954
UA	1236	IAD	SFO	1740	2025	2419
AS	731	IAH	SEA	1740	2025	1874
AA	260	MKE	DFW	1740	2025	853
AA	2306	MSP	DFW	1740	2025	852
US	808	STT	CLT	1740	2031	1520
WN	565	AUS	ATL	1740	2040	813
NK	845	DTW	FLL	1740	2046	1127
AS	27	PHL	SEA	1740	2050	2378
AA	1049	DFW	RDU	1740	2105	1061
AA	1308	DFW	MCO	1740	2105	985
UA	1405	IAH	EWR	1740	2202	1400
AS	845	BLI	HNL	1740	2212	2715
WN	2379	LAS	BNA	1740	2310	1587
UA	1438	DEN	FLL	1740	2327	1703
OO	6352	BOI	SFO	1741	1825	522
HA	141	ITO	HNL	1741	1832	216
EV	5668	IAH	ABQ	1741	1901	744
EV	4383	DTW	IAH	1741	2006	1075
UA	1615	IAD	SEA	1741	2041	2306
UA	377	DEN	IAD	1741	2252	1452
UA	1122	DEN	MIA	1741	2349	1709
B6	1969	BOS	FLL	1742	2114	1237
OO	6302	PSP	LAX	1743	1830	110
OO	6463	SMF	LAX	1743	1915	373
EV	4139	DSM	IAH	1743	2009	802
AS	64	KTN	SEA	1743	2025	680
DL	458	JFK	AUS	1743	2115	1521
B6	266	LGB	SMF	1744	1906	387
EV	4259	IAH	LBB	1744	1919	458
US	703	PHL	MIA	1744	2039	1013
EV	4138	IAH	ATL	1744	2041	689
AA	8	HNL	DFW	1745	2910	3784
WN	1004	TPA	MSY	1745	1820	488
WN	1189	OKC	DEN	1745	1825	495
HA	309	OGG	LIH	1745	1830	201
EV	2531	DFW	GRK	1745	1835	134
AS	697	GEG	SEA	1745	1845	224
AA	341	AUS	DFW	1745	1850	190
AA	2233	DFW	PSP	1745	1850	1126
WN	39	HOU	HRL	1745	1850	277
WN	164	LAS	BUR	1745	1850	223
DL	2520	ATL	JAX	1745	1852	270
OO	2618	ELP	LAX	1745	1855	715
MQ	3259	MAF	DFW	1745	1855	309
OO	2589	MRY	LAX	1745	1855	266
WN	1426	TUL	STL	1745	1855	351
WN	611	BWI	MHT	1745	1900	377
VX	883	DAL	LAX	1745	1900	1246
WN	177	LAX	OAK	1745	1900	337
WN	309	STL	OMA	1745	1900	342
WN	311	HOU	LAS	1745	1905	1235
F9	572	SLC	DEN	1745	1905	391
DL	793	BOS	JFK	1745	1910	187
WN	4999	DAL	MCI	1745	1910	460
WN	656	OAK	LAS	1745	1910	407
UA	1541	IAH	LAS	1745	1913	1222
EV	4356	IAH	MAF	1745	1914	429
AA	1096	BOS	JFK	1745	1915	187
AA	2341	DFW	RNO	1745	1915	1345
AA	1116	ORD	MSP	1745	1915	334
WN	1990	SFO	SAN	1745	1915	447
WN	474	TPA	ATL	1745	1920	406
DL	2172	TPA	ATL	1745	1922	406
UA	770	IAH	SNA	1745	1924	1346
MQ	3498	OMA	ORD	1745	1925	416
UA	1177	EWR	ORD	1745	1929	719
EV	4666	IAH	AMA	1745	1929	517
OO	6258	ORD	FSD	1745	1930	462
WN	853	HOU	PHX	1745	1940	1020
WN	707	MDW	TUL	1745	1940	583
US	2048	PHL	IND	1745	1949	588
DL	1860	MIA	ATL	1745	1950	594
OO	4733	SJC	SEA	1745	1955	697
DL	1878	ATL	EWR	1745	1957	746
DL	1278	ATL	SLC	1745	2002	1590
US	689	PBI	DCA	1745	2002	857
DL	1986	ATL	LGA	1745	2005	762
WN	1606	LAX	PHX	1745	2005	370
US	449	CMH	PHX	1745	2007	1670
UA	1241	IAH	SFO	1745	2007	1635
US	736	LAX	PHX	1745	2007	370
DL	241	ATL	SFO	1745	2011	2139
US	528	STL	PHX	1745	2011	1262
DL	1277	MSY	ATL	1745	2013	425
DL	1584	ROC	ATL	1745	2014	749
MQ	3247	ORF	MIA	1745	2015	802
WN	2123	AUS	MDW	1745	2020	972
AA	2408	AUS	ORD	1745	2020	978
AA	134	DCA	DFW	1745	2020	1192
US	546	CLT	PHX	1745	2022	1773
US	1935	PHL	PBI	1745	2028	951
DL	1357	MSP	DTW	1745	2029	528
DL	322	LAX	SEA	1745	2032	954
UA	688	IAH	ORD	1745	2035	925
WN	4855	MKE	DCA	1745	2035	634
AS	721	LAX	SLC	1745	2040	590
B6	299	LGA	MCO	1745	2047	950
DL	2159	JFK	MCO	1745	2052	944
AA	2257	PHX	DFW	1745	2100	868
UA	490	DEN	IAH	1745	2104	862
US	2094	DFW	CLT	1745	2107	936
WN	349	SJU	BWI	1745	2110	1565
VX	367	BOS	LAX	1745	2120	2611
AA	1124	BOS	DFW	1745	2120	1562
DL	425	JFK	SAT	1745	2124	1587
DL	436	JFK	SFO	1745	2126	2586
AA	1164	DFW	LGA	1745	2200	1389
AS	831	SEA	OGG	1745	2205	2640
AA	2394	SNA	DFW	1745	2230	1205
WN	2432	DEN	PIT	1745	2235	1290
WN	253	DEN	IAD	1745	2250	1452
WN	955	DEN	JAX	1745	2250	1447
WN	4456	DEN	RDU	1745	2250	1436
WN	3157	DEN	TPA	1745	2300	1506
HA	248	HNL	KOA	1746	1829	163
OO	5386	SBP	LAX	1746	1855	156
OO	6433	BOI	LAX	1746	1900	674
UA	1711	IAH	LAX	1746	1930	1379
DL	1841	SYR	ATL	1746	2024	794
B6	1290	SJU	EWR	1746	2058	1608
OO	5328	DEN	MKE	1746	2109	896
UA	1568	EWR	SFO	1746	2134	2565
UA	1144	MCO	ORD	1747	1948	1005
EV	5397	MDT	ATL	1747	1955	620
UA	285	IAH	SAN	1748	1919	1303
UA	1153	EWR	FLL	1748	2055	1065
OO	5659	PDX	DEN	1748	2120	991
DL	1735	LAX	LIH	1748	2149	2615
EV	4373	EWR	DCA	1749	1900	199
DL	861	TLH	ATL	1749	1905	223
UA	1436	SNA	DEN	1749	2058	846
US	636	PHX	LAS	1750	1757	255
WN	505	SLC	LAS	1750	1810	368
MQ	3072	FNT	ORD	1750	1820	223
EV	5502	ATL	BTR	1750	1826	448
MQ	3195	ABI	DFW	1750	1840	158
WN	520	ABQ	SAN	1750	1840	628
MQ	3055	GGG	DFW	1750	1840	140
US	523	PHX	RNO	1750	1840	601
OO	5607	ATL	ORD	1750	1855	606
US	2028	CLT	RIC	1750	1855	257
MQ	2785	ORD	DSM	1750	1858	299
WN	148	BUR	OAK	1750	1900	325
AA	1547	DFW	SNA	1750	1900	1205
WN	1758	RNO	LAS	1750	1900	345
WN	2602	SNA	SJC	1750	1900	342
MQ	2804	DFW	SGF	1750	1903	364
US	1750	CLT	DCA	1750	1907	331
US	1867	RIC	CLT	1750	1907	257
B6	1407	JFK	IAD	1750	1909	228
WN	1637	BWI	STL	1750	1910	738
US	1784	CLT	BWI	1750	1911	361
WN	1585	SFO	LAX	1750	1915	337
B6	890	DCA	BOS	1750	1917	399
WN	3570	DEN	LAX	1750	1920	862
MQ	3097	MSP	ORD	1750	1925	334
US	1829	CLT	TPA	1750	1929	507
DL	1580	ATL	LAS	1750	1930	1747
WN	2522	MHT	BWI	1750	1930	377
WN	391	TPA	RDU	1750	1930	587
WN	125	GRR	BWI	1750	1935	528
WN	1784	PWM	BWI	1750	1935	452
DL	2448	PBI	ATL	1750	1942	545
DL	1605	ATL	MIA	1750	1948	594
OO	6231	OKC	ORD	1750	1948	693
WN	152	PIT	ATL	1750	1950	526
DL	1626	FLL	ATL	1750	1951	581
AA	1497	BNA	DFW	1750	1955	631
WN	772	RDU	HOU	1750	1955	1050
US	1785	PHX	BOI	1750	1958	735
DL	2055	ATL	LAX	1750	1959	1947
US	516	ATL	PHX	1750	2002	1587
DL	1900	ATL	BOS	1750	2020	946
WN	296	FLL	BWI	1750	2030	925
WN	2778	MCI	ATL	1750	2035	692
US	1883	PHL	TPA	1750	2037	920
US	1702	PHL	FLL	1750	2045	992
UA	1246	MSY	SFO	1750	2048	1911
AA	1187	BDL	DFW	1750	2105	1471
US	834	PHL	SAT	1750	2107	1496
WN	1084	MDW	MCO	1750	2125	990
AS	82	ANC	SEA	1750	2207	1448
AA	1337	LAS	DFW	1750	2225	1055
UA	1535	IAH	BOS	1750	2228	1597
WN	2316	DEN	BWI	1750	2305	1491
WN	834	DEN	MCO	1750	2310	1546
WN	1679	DEN	BDL	1750	2320	1671
WN	705	DEN	FLL	1750	2325	1703
WN	482	DEN	LGA	1750	2325	1620
VX	236	LAX	ORD	1750	2350	1744
DL	1176	BUF	ATL	1751	2018	712
MQ	3459	PNS	MIA	1751	2034	530
UA	209	LAX	DEN	1751	2111	862
OO	6504	SJC	DEN	1751	2125	948
B6	603	BOS	PHX	1751	2154	2300
DL	2237	SEA	HNL	1751	2205	2677
NK	863	LBE	MCO	1752	2015	824
UA	1632	IAD	TPA	1752	2017	811
UA	72	SFO	DEN	1753	2123	967
OO	6481	SEA	DEN	1753	2125	1024
OO	4979	AMA	DEN	1754	1814	359
UA	601	ALB	ORD	1754	1925	723
OO	5637	TUS	DEN	1754	1954	639
UA	1586	IAH	MCO	1754	2105	854
AA	60	DFW	MIA	1754	2134	1121
MQ	3413	DTW	ORD	1755	1820	235
OO	6619	PHX	BFL	1755	1824	425
HA	236	HNL	OGG	1755	1832	100
B6	2035	STT	SJU	1755	1836	68
WN	2516	CLE	BNA	1755	1840	448
MQ	2937	DFW	ABI	1755	1843	158
WN	554	HOU	MSY	1755	1855	302
US	686	PHX	SFO	1755	1858	651
DL	1831	ATL	CHS	1755	1906	259
NK	975	DTW	DEN	1755	1909	1123
AA	1691	LAX	LAS	1755	1910	236
WN	588	MSY	HOU	1755	1910	302
WN	202	ONT	OAK	1755	1910	362
WN	2102	SJC	SAN	1755	1910	417
WN	760	SJC	SNA	1755	1910	342
EV	4268	SYR	ORD	1755	1911	607
US	2041	CLT	ATL	1755	1912	226
US	1891	CLT	JAX	1755	1913	328
WN	738	LAS	RNO	1755	1915	345
US	2080	JAX	CLT	1755	1916	328
EV	2530	BTR	DFW	1755	1920	383
EV	2505	LFT	DFW	1755	1920	351
EV	4173	SLC	DEN	1755	1924	391
DL	1769	ATL	MCO	1755	1925	404
EV	5540	ROA	ATL	1755	1925	357
AA	125	ATL	DFW	1755	1930	731
WN	1881	MSP	MCI	1755	1930	393
US	456	PHX	SLC	1755	1930	507
OO	6397	ORD	OMA	1755	1931	416
WN	3564	BOS	BWI	1755	1935	369
US	409	PHX	PDX	1755	1942	1009
WN	4484	MCO	ORF	1755	1945	655
DL	2478	ATL	DTW	1755	1955	594
US	2052	CLT	PWM	1755	1959	813
AA	1670	BOS	ORD	1755	2000	867
OO	2600	LAX	RDM	1755	2000	726
OO	3488	PDX	BUR	1755	2000	817
B6	150	TPA	DCA	1755	2003	814
AS	302	SEA	SFO	1755	2004	679
AS	562	PDX	LAX	1755	2010	834
AA	1017	DFW	SEA	1755	2015	1660
EV	5916	ORD	MOB	1755	2015	779
UA	1543	FLL	ORD	1755	2017	1182
US	1876	DCA	MCO	1755	2019	759
AA	2441	RIC	DFW	1755	2025	1158
MQ	3692	ROW	DFW	1755	2025	435
WN	4567	BWI	FLL	1755	2030	925
AS	525	BUR	SEA	1755	2034	937
US	1947	DCA	FLL	1755	2037	899
MQ	3147	CMH	MIA	1755	2038	990
US	1710	DCA	RSW	1755	2041	892
OO	3475	LGB	SEA	1755	2041	965
EV	4910	DAL	ATL	1755	2051	721
US	1751	PHL	RSW	1755	2053	993
AA	1142	ORD	CLT	1755	2055	599
OO	5495	ORD	SAT	1755	2106	1041
WN	3503	LGA	DAL	1755	2110	1381
DL	1151	SFO	HNL	1755	2137	2398
US	576	SEA	PHX	1755	2139	1107
OO	4819	SEA	PHX	1755	2142	1107
US	2014	DFW	PHL	1755	2156	1303
US	1948	IAH	PHL	1755	2201	1325
US	1701	PHL	SJU	1755	2246	1576
WN	2405	LAX	HOU	1755	2250	1390
AA	155	LAX	ORD	1755	2350	1744
US	585	MSP	PHX	1756	2023	1276
MQ	3567	CVG	MIA	1756	2031	948
UA	697	LAS	SFO	1757	1936	414
B6	1034	SJU	MCO	1757	2005	1189
UA	1521	DEN	DFW	1757	2054	641
EV	5400	TRI	ATL	1758	1909	227
UA	563	PHL	ORD	1758	1925	678
UA	539	IAH	SEA	1758	2045	1874
DL	2532	BOS	LAX	1758	2134	2611
US	1860	TPA	MIA	1759	1901	204
US	831	RDU	CLT	1759	1902	130
EV	4145	TYS	IAH	1759	1922	771
OO	5197	SAN	SFO	1759	1937	447
US	2088	CLT	DTW	1759	1948	500
UA	576	EWR	MSY	1759	2025	1167
DL	2490	LGA	ATL	1759	2053	762
B6	183	JFK	MCO	1759	2057	944
UA	386	SAN	DEN	1759	2120	853
UA	742	EWR	LAX	1759	2131	2454
US	660	PHX	SNA	1800	1817	338
US	695	PHX	LAX	1800	1826	370
MQ	2917	CVG	ORD	1800	1830	265
OO	6612	PHX	SBA	1800	1833	455
WN	699	DTW	BNA	1800	1840	456
EV	4442	IAH	HOB	1800	1840	501
WN	389	MCI	STL	1800	1855	237
WN	167	DAL	SAT	1800	1900	248
WN	48	HOU	DAL	1800	1900	239
MQ	2980	DFW	DRO	1800	1903	674
EV	6115	ORD	MSN	1800	1903	108
US	1908	CLT	ORD	1800	1905	599
WN	47	DAL	HOU	1800	1905	239
WN	2086	ONT	SJC	1800	1905	333
VX	797	LAS	LAX	1800	1910	236
F9	557	DEN	SAN	1800	1914	853
MQ	3142	ASE	LAX	1800	1915	737
AA	1029	DCA	JFK	1800	1915	213
AA	1035	TUL	DFW	1800	1915	237
US	447	ATL	CLT	1800	1916	226
AA	219	LAX	SFO	1800	1920	337
OO	5266	SFO	ACV	1800	1923	250
US	2190	DCA	LGA	1800	1924	214
WN	845	MSY	DAL	1800	1925	436
US	759	PHL	ORD	1800	1931	678
MQ	3486	LGA	BNA	1800	1933	764
WN	727	EWR	MDW	1800	1935	711
US	483	PHX	GEG	1800	1942	1020
UA	691	LGA	ORD	1800	1945	733
WN	1011	TPA	MDW	1800	1945	997
EV	4453	XNA	IAH	1800	1946	438
WN	4549	DCA	IND	1800	1950	500
MQ	3279	GSP	DFW	1800	1950	862
AA	355	LGA	ORD	1800	1950	733
DL	2396	RSW	ATL	1800	1953	515
US	705	CLT	LAS	1800	1955	1916
AA	1427	ORD	TUL	1800	1955	585
F9	1359	UST	IAD	1800	1955	658
AS	687	DEN	SEA	1800	2001	1024
DL	2139	DCA	ATL	1800	2004	547
US	1806	CLT	BOS	1800	2005	728
WN	869	MDW	SDF	1800	2005	271
F9	961	TTN	IND	1800	2010	610
MQ	3165	ORD	MQT	1800	2013	303
MQ	2856	CHS	DFW	1800	2015	987
WN	525	IAD	LAS	1800	2015	2065
US	721	CLT	LAX	1800	2023	2125
WN	579	BWI	MCO	1800	2025	787
B6	1262	PBI	LGA	1800	2040	1035
OO	5329	ORD	AVL	1800	2044	536
WN	2855	BNA	MCO	1800	2045	616
WN	3151	MCO	GRR	1800	2045	1024
WN	830	HOU	ATL	1800	2050	696
WN	1579	OAK	PHX	1800	2050	646
UA	624	ORD	DCA	1800	2050	612
AA	2466	DFW	IND	1800	2055	761
UA	1637	EWR	TPA	1800	2102	997
NK	630	ORD	LGA	1800	2107	733
US	782	PHL	LAX	1800	2112	2402
US	729	PHL	SEA	1800	2115	2378
UA	692	ORD	LGA	1800	2117	733
US	719	PHL	SFO	1800	2126	2521
AA	2409	ORD	TPA	1800	2130	1012
US	698	PHX	HNL	1800	2142	2917
DL	1219	LAX	OGG	1800	2143	2486
VX	878	DAL	DCA	1800	2145	1184
AA	177	JFK	SFO	1800	2145	2586
B6	582	HOU	JFK	1800	2210	1428
WN	362	ABQ	BWI	1800	2335	1670
